"En la Hora Santa, ¿qué significa el acto de “permanecer” ante el Santísimo?","Quedarse con el Señor incluso cuando hay cansancio, inquietud o no se siente nada especial."
"Según la presentación, ¿para quiénes están pensados estos Ejercicios Espirituales?","Fieles en general, matrimonios, adolescentes, jóvenes, adultos mayores y niños de catequesis."
"¿Qué representan el “pan”, el “templo” y el “poder” en las tentaciones de Jesús?",Los intentos de construir la vida y la identidad sin referencia a Dios Padre.
"En el 2do Encuentro, ¿por qué se dice que el monte no es un lugar de “evasión”?",Porque es un lugar de preparación para bajar al valle y servir con amor.
La frase “no solo de pan vive el hombre” es la respuesta de Jesús a la tentación de _____.,reducir la vida a lo material
"En el 3er Encuentro, Jesús rompe barreras de enemistad histórica al acercarse a una mujer _____.",samaritana
"Según el 4to Encuentro, ¿cuál es el efecto de las frases “tú siempre” o “tú nunca” en la familia?",Son frases que “ciegan” al otro y le impiden cambiar ante nuestra mirada.
¿Qué diferencia fundamental hay entre la resurrección de Lázaro y la de Jesús según el texto?,Lázaro resucita para volver a morir; Jesús resucita para no morir jamás.
¿Qué se busca identificar en el paso de “Encuentro con nuestra realidad”?,"Los desafíos concretos de la familia, como falta de tiempo, tensiones o dificultades de comunicación."
La Cuaresma es un tiempo privilegiado para renovar la gracia recibida en el _____.,Bautismo
"En el 5to Encuentro, ¿cuál es el gesto simbólico propuesto para la familia?",Mover simbólicamente una piedra para representar el deseo de quitar obstáculos al amor.
¿Qué invitación hace el animador al iniciar el 1er Encuentro?,Entrar al desierto con Jesús para revelar lo que habita en el corazón.
¿Qué significa que la familia sea un “hogar pascual”?,"Que es un ámbito donde Cristo se hace presente como Palabra, Agua, Luz y Vida."
"En el 3er encuentro, ¿qué representa la jarra con agua y los vasos?","La sed de amor, perdón y tiempo que los miembros de la familia desean saciar en Cristo."
El texto menciona que el mundo actual experimenta desiertos como la “cultura del _____”.,descarte
¿Qué simboliza el uso del barro en la curación del ciego de nacimiento?,La acción creadora de Dios que actúa a través de lo sencillo y humano.
¿Cuál es el tiempo estimado de duración para cada sesión de los ejercicios?,De una hora y media a dos horas.
"En la Hora Santa, el tercer momento se centra en la _____ de la samaritana como brújula hacia Dios.",sed
"Según el 1er encuentro, el combate espiritual no consiste en eliminar dificultades, sino en elegir la _____.",voluntad del Padre
"En el 2do encuentro, se pide a las familias colocar sus _____ en una canasta como signo de silencio elegido.",celulares
El 4to encuentro invita a visitar a personas que se sienten _____ para llevarles una palabra de cercanía.,juzgadas o marginadas
"En el itinerario bautismal, ¿qué aprendemos en el pozo de Sicar?",A recibir el Agua Viva del Espíritu.
"En el itinerario bautismal, ¿qué aprendemos en Betania?",A confiar en la vida que vence la muerte.
¿Quiénes son los encargados de la elaboración de este subsidio?,La Vicaría Episcopal de Pastoral de la Arquidiócesis de Monterrey.
"La Cuaresma no gira en torno a esfuerzos humanos, sino en torno al _____.","acontecimiento pascual (Pasión, Muerte y Resurrección)"
